abarrados,a β a ˈ r a ð o s
abarraganar,a β a r a ɡ a ˈ n a ɾ
abarraganarse,a β a r a ɡ a ˈ n a ɾ s e
abarrajando,a β a r a ˈ x a n̪ d o
abarrajar,a β a r a ˈ x a ɾ
abarrancadero,a β a r a ŋ k a ˈ ð e ɾ o
abarrancamiento,a β a r a n k a ˈ m j e n t o
abarrancando,a β a r a ŋ ˈ k a n̪ d o
abarrancar,a β a r a ŋ ˈ k a ɾ
abarrategui,a β a r a ˈ t e ɣ i
abarraz,a β a ˈ r a s
abarraz,a β a ˈ r a θ
abarredera,a b a ˈ r e ð e ɾ a
abarrenando,a β a r e ˈ n a n̪ d o
abarrenar,a β a r e ˈ n a ɾ
abarrer,a β a ˈ r e ɾ
abarria,a β a ˈ r j a
abarriendo,ˈ j e n̪ d o
abarrisco,a β a ˈ r i s k o
abarrocado,a β a r o ˈ k a ð o
abarrotado,a β a r o ˈ t a ð o
abarrotamiento,a β a r o t a ˈ m j e n̪ t o
abarrotando,a β a r o ˈ t a n̪ d o
abarrotar,a β a r o ˈ t a ɾ
abarrotera,a β a r o ˈ t e ɾ a
abarroteras,a β a r o ˈ t e ɾ a s
abarrotero,a β a r o ˈ t e ɾ o
abarroteros,a β a r o ˈ t e ɾ o s
abarrotería,a β a r o t e ˈ ɾ i a
abarroterías,a β a r o t e ˈ ɾ i a s
abarrá,a β a ˈ r a
abarza,a ˈ β a ɾ s a
abarza,a ˈ β a ɾ θ a
abarzua,a ˈ β a ɾ s w a
abarzua,a ˈ β a ɾ θ w a
abarzuza,a β a ɾ ˈ s u s a
abarzúa,a β a ɾ ˈ s w a
abarzúa,a β a ɾ ˈ θ w a
abascal,a β a s ˈ k a l
abascania,a β a s ˈ k a n j a
abascano,a β a s ˈ k a n o
abascanto,a β a s ˈ k a n̪ t o
abascantos,a β a s ˈ k a n̪ t o s
abasgoitia,a β a s ˈ ɣ o j t j a
abasia,a ˈ β a s j a
abasida,a β a ˈ s i ð a
abasola,a β a ˈ s o l a
abasolo,a β a ˈ s o l o
abastadamente,a β a s ˈ t a ð a ˈ m e n t e
abastamiento,a b a s t a ˈ m j e n̪ t o
abastamientos,a b a s t a ˈ m j e n̪ t o s
abastando,a β a s ˈ t a n̪ d o
abastante,a β a s ˈ t a n̪ t e
abastanza,a β a s ˈ t a n s a
abastanza,a β a s ˈ t a n θ a
abastar,a β a s ˈ t a ɾ
abastardando,a β a s t a ɾ ˈ ð a n̪ d o
abastardar,a β a s t a ɾ ˈ ð a ɾ
abastecedor,a β a s t e s e ˈ ð o ɾ
abastecedor,a β a s t e θ e ˈ ð o ɾ
abastecedora,a β a s t e s e ˈ ð o ɾ a
abastecedora,a β a s t e θ e ˈ ð o ɾ a
abastecedoras,a β a s t e s e ˈ ð o ɾ a s
abastecedoras,a β a s t e θ e ˈ ð o ɾ a s
abastecedores,a β a s t e s e ˈ ð o ɾ e s
abastecedores,a β a s t e θ e ˈ ð o ɾ e s
abastecer,a β a s t e ˈ s e ɾ
abastecer,a β a s t e ˈ θ e ɾ
abasteceros,a β a s t e ˈ s e ɾ o s
abasteceros,a β a s t e ˈ θ e ɾ o s
abastecerse,a β a s t e ˈ s e ɾ s e
abastecerse,a β a s t e ˈ θ e ɾ s e
abastecido,a β a s t e ˈ s i ð o
abastecido,a β a s t e ˈ θ i ð o
abasteciendo,ˈ j e n̪ d o
abastecimiento,a β a s t e θ i ˈ m j e n t o
abasteciéndose,a β a s t e ˈ s j e n̪ d o s e
abasteciéndose,a β a s t e ˈ θ j e n̪ d o s e
abastionando,ˈ a n̪ d o
abasí,a β a ˈ s i
abatanando,a β a t a ˈ n a n̪ d o
abatanar,a β a t a ˈ n a ɾ
abatao,a β a ˈ t a o
abatatamiento,a β a t a t a ˈ m j e n t o
abatatando,a β a t a ˈ t a n̪ d o
abatatar,a β a t a ˈ t a ɾ
abatidamente,a β a ˈ t i ð a ˈ m e n̪ t e
abatidero,a β a t i ˈ ð e ɾ o
abatidura,a β a t i ˈ ð u ɾ a
abatiendo,ˈ j e n̪ d o
abatimiento,a β a t i ˈ m j e n t o
abatir,a β a ˈ t i ɾ
abatirse,a β a ˈ t i ɾ s e
abatismo,a β a ˈ t i s m o
abatojando,a β a t o ˈ x a n̪ d o
abatojar,a β a t o ˈ x a ɾ
abauga,a ˈ β a w ɣ a
abayada,a β a ˈ ʝ a d a
abayadas,a β a ˈ ʝ a d a s
abayado,a β a ˈ ʝ a d o
abayados,a β a ˈ ʝ a d o s
abaz,a ˈ β a s
abaz,a ˈ β a θ
abazones,a β a ˈ s j o n e s
abazones,a β a ˈ θ j o n e s
abazón,a β a ˈ θ o n
abañador,a β a ɲ a ˈ ð o ɾ
abañadura,a β a ɲ a ˈ ð u ɾ a
abañaduras,a β a ɲ a ˈ ð u ɾ a s
abañar,a β a ˈ ɲ a ɾ
abderitano,a b d e ˈ ɾ i t a n o
abdesto,a β ˈ ð e s t o
abdicación,a β ð i k a ˈ s j o n
abdicación,a β ð i k a ˈ θ j o n
abdicador,a β ð i k a ˈ ð o ɾ
abdicando,a β ð i ˈ k a n̪ d o
abdicar,a β ð i ˈ k a ɾ
abdicativo,a β ð i k a ˈ t i β o
abdiencia,a β ð j e n s j a
abdiencia,a β ð j e n θ j a
abdomen,a β ˈ ð o m e n
abdominal,a β ð o m i ˈ n a l
abdominoplastia,a β ð o m i n o ˈ p l a s t j a
abducciones,a β ð u k ˈ s j o n e s
abducciones,a β ð u k ˈ θ j o n e s
abducción,a β ð u k ˈ s j o n
abducción,a β ð u k ˈ θ j o n
abduciendo,ˈ j e n̪ d o
abducir,a b d u ˈ s i ɾ
abducir,a b d u ˈ θ i ɾ
abductor,a β ð u k ˈ t o ɾ
abdómenes,a β ˈ ð o m e n e s
abdón,a β ˈ ð o n
abeberry,a β e ˈ β e r i
abecedariano,a β e s e ð a ˈ ɾ j a n o
abecedario,a β e θ e ˈ ð a ɾ j o
abechuco,a β e ˈ t ʃ u k o
abecia,a ˈ β e s j a
abecia,a ˈ β e θ j a
abecé,a β e ˈ s e
abecé,a β e ˈ θ e
abedul,a β e ˈ ð u l
abedular,a β e ð u ˈ l a ɾ
abeja,a ˈ β e x a
abejar,a b e ˈ x a r
abejarrones,a β e x a ˈ r o n e s
abejarrón,a β e x a ˈ r o n
abejas,a ˈ β e x a s
abejeando,a β e ˈ x e n̪ a n̪ d o
abejear,a β e x e ˈ a ɾ
abejera,a β e ˈ x e ɾ a
abejeras,a β e ˈ x e ɾ a s
abejero,a β e ˈ x e ɾ o
abejeros,a β e ˈ x e ɾ o s
abejoneando,a β e x o ˈ n e a n̪ d o
abejonear,a β e x o n e ˈ a ɾ
abejorreando,a β e x o ˈ r e a n̪ d o
abejorreos,a β e x o ˈ r e o s
abejorriar,a β e x o ˈ r i a ɾ
abejorro,a β e ˈ x o r o
abejuela,a β e ˈ x w e l a
abejuelas,a β e ˈ x w e l a s
abejuna,a β e ˈ x u n a
abejunas,a β e ˈ x u n a s
abejunos,a β e ˈ x u n o s
abejón,a β e ˈ x o n
abel,a ˈ β e l
abelardo,a β e ˈ l a ɾ ð o
abeldando,a β e l ˈ ð a n̪ d o
abeldar,a b e l ˈ ð a ɾ
abeleche,a β e ˈ l e t ʃ e
abelia,a ˈ β e l j a
abelina,a β e ˈ l i n a
abelito,a β e ˈ l i t o
abella,a ˈ β e ʎ a
abella,a ˈ β e ʝ a
abellacando,a β e ʎ a ˈ k a n̪ d o
abellacando,a β e ʝ a ˈ k a n̪ d o
abellacarse,a β e ʎ a ˈ k a ɾ s e
abellacarse,a β e ʝ a ˈ k a ɾ
abellar,a β e ˈ ʎ a ɾ
abellar,a β e ˈ ʝ a ɾ
abellero,a β e ˈ ʎ e ɾ o
abellero,a β e ˈ ʝ e ɾ o
abello,a ˈ β e ʎ o
abello,a ˈ β e ʝ o
abellotado,a ˈ β e ʝ o ˈ t a ð o
abellotado,a β e ʎ o ˈ t a ð o
abelmosco,a β e l ˈ m o s k o
abelonita,a β e l o ˈ n i t a
abemoladamente,a β e m o ˈ l a ð a ˈ m e n̪ t e
abemolar,a β e m o ˈ l a ɾ
abencerraje,a β e n s e ˈ r a x e
abencerraje,a β e n̪ θ e ˈ r a x e
abendaño,a β e n̪ ˈ d a ɲ o
abendibar,a β e n d i ˈ β a ɾ
abendivar,a β e n d i ˈ β a ɾ
abenia,a ˈ β e n j a
abenza,a ˈ β e n s a
abenza,a ˈ β e n̪ θ a
abeokuta,a β e o ˈ k u t a
abepura,a β e ˈ p u ɾ a
aber,a ˈ β e ɾ
aberastegue,a β e ɾ a s ˈ t e ɣ e
aberasturi,a β e ɾ a s ˈ t u r i
aberastury,a β e ɾ a s ˈ t u r i
aberatain,a β e ˈ ɾ a t a j n
aberenjenado,a β e ɾ e n x e ˈ n a ð o
aberia,a ˈ β e ɾ j a
aberin,a β e ˈ ɾ i n
aberrando,a β e ˈ r a n̪ d o
aberrante,a β e ˈ r a n̪ t e
aberrar,a β e ˈ r a ɾ
aberro,a ˈ β e r o
abertal,a β e ɾ ˈ t a l
abertura,a β e ɾ ˈ t u r a
abertzale,a β e ɾ ˈ t θ a l e
aberzale,a β e ɾ ˈ θ a l e
abesana,a b e ˈ s a n a
abesivo,a β e ˈ s i β o
abestionando,a β e s t j o ˈ n a n̪ d o
abesón,a β e ˈ s o n
abetal,a β e ˈ t a l
abetar,a β e ˈ t a ɾ
abete,a ˈ β e t e
abeti,a ˈ β e t i
abetinote,a β e t i ˈ n o t e
abeto,a ˈ β e t o
abetuna,a β e ˈ t u n a
abetunando,a β e t u ˈ n a n̪ d o
abetunar,a β e t u ˈ n a ɾ
abeurrea,a β e w ˈ r e a
abeviguando,ˈ a n̪ d o
abey,a ˈ β e j
abeyera,a β e ˈ ʝ e ɾ a
abeyo,a ˈ β e ʝ o
abeytua,a ˈ β e j t w a
abezu,a ˈ β e s u
abezu,a ˈ β e θ u
abia,ˈ a β j a
abiaga,a ˈ β j a ɣ a
abiar,a ˈ β j a ɾ
abibollo,a β i ˈ β o ʎ o
abibollo,a β i ˈ β o ʝ o
abicharse,a β i ˈ t ʃ a ɾ s e
abiega,a ˈ β j e ɣ a
abieldando,a β j e l ˈ ð a n̪ d o
abieldar,a b j e l ˈ ð a ɾ
abiertamente,a β j e ɾ t a ˈ m e n̪ t e
abiertas,a β j e ɾ t a s
abietino,a β j e ˈ t i n o
abietáceo,a β j e ˈ t a θ e o
abietíneo,a β j e ˈ t i n e o
abigarramiento,a β i ɣ a r a ˈ m j e n t o
abigarrando,a β i ɣ a ˈ r a n̪ d o
abigarrar,a β i ɣ a ˈ r a ɾ
abigaíl,a β i ɣ a ˈ i l
abigeato,a β i x e ˈ a t o
abigeo,a β i ˈ x e o
abigero,a β i ˈ x e ɾ o
abigotado,a β i ɣ o ˈ t a ð o
abilene,a β i ˈ l e n e
abimelech,a β i m e ˈ l e t ʃ
abin,a ˈ β i n
abina,a ˈ β i n a
abinagaechevarria,a β i n a e t ʃ e β a ˈ r i a
abinagagoitia,a β i n a ɣ a ˈ ɣ o j t j a
abinagoitiz,a β i n a ˈ ɣ o j t i s
abinagoitiz,a β i n a ˈ ɣ o j t i θ
abinar,a β i ˈ n a ɾ
abinceta,a β i n ˈ θ e t a
abiniaver,a ˈ β i n j a β e ɾ
abintestato,a β i n t e s ˈ t a t o
abinzano,a β i n ˈ s a n o
abinzano,a β i n ˈ θ a n o
abinzeta,a β i n ˈ θ e t a
abio,ˈ a β j o
abiogenesia,a β j o x e ˈ n e s j a
abiogénesis,a β j o ˈ x e n e s i s
abiológico,a β j o ˈ l o x i k o
abiosis,a b i ˈ o s j s
abiotrofia,a β j o ˈ t ɾ o f j a
abipón,a β i ˈ p o n
abirritado,a β i r i ˈ t a ð o
abirritando,a β i r i ˈ t a n̪ d o
abisagrar,a β i s a ˈ ɣ ɾ a ɾ
abiselando,a β i s e ˈ l a n̪ d o
abiselar,a β i s e ˈ l a ɾ
abisinia,a β i ˈ s i n j a
abisinias,a β i ˈ s i n j a s
abisinio,a β i ˈ s i n j o
abismador,a β j s m a ˈ ð o ɾ
abismal,a β j s ˈ m a l
abismando,a β i s ˈ m a n̪ d o
abismar,a β i s ˈ m a ɾ
abismático,a β i s ˈ m a t i k o
abiso,a ˈ β i s o
abitadura,a β i t a ˈ ð u ɾ a
abitando,a β i ˈ t a n̪ d o
abitaque,a β i ˈ t a k e
abitar,a β i ˈ t a ɾ
abitón,a β i ˈ t o n
abiyán,a β i ˈ ʝ a n
abiña,a ˈ β i ɲ a
abiótico,a ˈ β j o t i k o
abjasia,a b ˈ x a s j a
abjasio,a β ˈ x a s j o
abjazia,a β ˈ x a θ j a
abjurable,a β x u ˈ ɾ a β l e
abjuración,a β x u ɾ a ˈ s j o n
abjuración,a β x u ɾ a ˈ θ j o n
abjurando,a β x u ˈ ɾ a n̪ d o
abjurar,a β x u ˈ ɾ a ɾ
ablación,a β l a ˈ θ j o ŋ
ablactancia,a β l a k ˈ t a n θ j a
abladera,a β l a ˈ ð e ɾ a
ablandabrevas,a β l a n d a ˈ β ɾ e β a s
ablandador,a β l a n ð a ˈ ð o ɾ
ablandadura,a β l a n d a ˈ ð u ɾ a
ablandamiento,a β l a n d a ˈ m i e n̪ t o
ablandando,a β l a n̪ ˈ d a n̪ d o
ablandante,a β l a n ˈ d a n̪ t e
ablandar,a β l a n ˈ d a ɾ
ablandativo,a b l a n d a ˈ t i β o
ablandecer,a β l a n d e ˈ s e ɾ
ablandecer,a β l a n d e ˈ θ e ɾ
ablandeciendo,ˈ j e n̪ d o
ablandiendo,ˈ j e n̪ d o
ablandir,a β l a n ˈ d i ɾ
ablanedo,a b l a ˈ n e ð o
ablano,a ˈ β l a n o
ablaqueación,a β l a k e a ˈ s j o n
ablaqueación,a β l a k e a ˈ θ j o n
ablaqueando,a β l a ˈ k e a n̪ d o
ablaquear,a β l a k e ˈ a ɾ
ablativo,a b l a ˈ t i β o
ablatorio,a β l a ˈ t o ɾ j o
ablecto,a ˈ β l e k t o
ablefaria,a β l e ˈ f a ɾ j a
ablefarias,a β l e ˈ f a ɾ j a s
ablegado,a β l e ˈ ɣ a ð o
ablentador,a β l e n̪ t a ˈ ð o ɾ
ablentando,a β l e n̪ ˈ t a n̪ d o
ablentar,a β l e n̪ ˈ t a ɾ
abluciones,a β l u ˈ s j o n e s
abluciones,a β l u ˈ θ j o n e s
ablución,a b l u ˈ θ j o n
abluente,a ˈ β l u e n̪ t e
ablusado,a β l u ˈ s a ð o
ablutofobia,a β l u t o ˈ f o β j a
ablutofobias,a β l u t o ˈ f o β j a s
abluyendo,a β l u i ˈ ʝ e n̪ d o
abluído,a ˈ β l u j ð o
ablátor,a ˈ β l a t o ɾ
abnegaciones,a β n e ɣ a ˈ s j o n e s
abnegaciones,a β n e ɣ a ˈ θ j o n e s
abnegación,a β n e ɣ a ˈ s j o n
abnegación,a β n e ɣ a ˈ θ j o n
